Time,Throughput,RTT,Loss
18581,12032,,
18582,12032,,
18583,12032,,
18584,12032,,
18585,12032,,
18586,12032,,
18587,12032,,
18588,12032,,
18589,12032,,
18590,12032,,
18591,12032,,
18592,12032,,
18593,12032,,
18594,12032,,
18595,12032,,
18596,12032,,
18597,12032,,
18598,12032,,
18599,12032,,
18600,12032,,
18601,12032,,
18602,12032,,
18603,12032,,
18604,12032,,
18605,12032,,
18606,12032,,
18607,12032,,
18608,12032,,
18609,12032,,
18610,12032,,
18611,12032,,
18612,12032,,
18613,12032,,
18614,12032,,
18615,12032,,
18616,12032,,
18617,12032,,
18618,12032,,
18619,12032,,
18620,12032,,
18621,12032,,
18622,12032,,
18623,12032,,
18624,12032,,
18625,12032,,
18626,12032,,
18627,12032,,
18628,12032,,
18629,12032,,
18630,12032,,
18631,12032,,
18632,12032,,
18633,12032,,
18634,12032,,
18635,12032,,
18636,12032,,
18637,12032,,
18638,12032,,
18639,12032,,
18640,12032,,
18641,12032,,
18642,12032,,
18643,12032,,
18644,12032,,
18645,12032,,
18646,12032,,
18647,12032,,
18648,12032,,
18649,12032,,
18650,12032,,
18651,12032,,
18652,12032,,
18653,12032,,
18654,12032,,
18655,12032,,
18656,12032,,
18657,12032,,
18658,12032,,
18659,12032,,
18660,12032,,
18661,12032,,
18662,12032,,
18663,12032,,
18664,12032,,
18665,12032,,
18666,12032,,
18667,12032,,
18668,12032,,
18669,12032,,
18670,12032,,
18671,12032,,
18672,12032,,
18673,12032,,
18674,12032,,
18675,12032,,
18676,12032,,
18677,12032,,
18678,12032,,
18679,12032,,
18680,12032,,
18681,12032,,
18682,12032,,
18683,12032,,
18684,12032,,
18685,12032,,
18686,12032,,
18687,12032,,
18688,12032,,
18689,12032,,
18690,12032,,
18691,12032,,
18692,12032,,
18693,12032,,
18694,12032,,
18695,12032,,
18696,12032,,
18697,12032,,
18698,12032,,
18699,12032,,
18700,12032,,
18701,12032,,
18702,12032,,
18703,12032,,
18704,12032,,
18705,12032,,
18706,12032,,
18707,12032,,
18708,12032,,
18709,12032,,
18710,12032,,
18711,12032,,
18712,12032,,
18713,12032,,
18714,12032,,
18715,12032,,
18716,12032,,
18717,12032,,
18718,12032,,
18719,12032,,
18720,12032,,
18721,12032,,
18722,12032,,
18723,12032,,
18724,12032,,
18725,12032,,
18726,12032,,
18727,12032,,
18728,12032,,
18729,12032,,
18730,12032,,
18731,12032,,
18732,12032,,
18733,12032,,
18734,12032,,
18735,12032,,
18736,12032,,
18737,12032,,
18738,12032,,
18739,12032,,
18740,12032,,
18741,12032,,
18742,12032,,
18743,12032,,
18744,12032,,
18745,12032,,
18746,12032,,
18747,12032,,
18748,12032,,
18749,12032,,
18750,12032,,
18751,12032,,
18752,12032,,
18753,12032,,
18754,12032,,
18755,12032,,
18756,12032,,
18757,12032,,
18758,12032,,
18759,12032,,
18760,12032,,
18761,12032,,
18762,12032,,
18763,12032,,
18764,12032,,
18765,12032,,
18766,12032,,
18767,12032,,
18768,12032,,
18769,12032,,
18770,12032,,
18771,12032,,
18772,12032,,
18773,12032,,
18774,12032,,
18775,12032,,
18776,12032,,
18777,12032,,
18778,12032,,
18779,12032,,
18780,12032,,
18781,12032,,
18782,12032,,
18783,12032,,
18784,12032,,
18785,12032,,
18786,12032,,
18787,12032,,
18788,12032,,
18789,12032,,
18790,12032,,
18791,12032,,
18792,12032,,
18793,12032,,
18794,12032,,
18795,12032,,
18796,12032,,
18797,12032,,
18798,12032,,
18799,12032,,
18800,12032,,
18801,12032,,
18802,12032,,
18803,12032,,
18804,12032,,
18805,12032,,
18806,12032,,
18807,12032,,
18808,12032,,
18809,12032,,
18810,12032,,
18811,12032,,
18812,12032,,
18813,12032,,
18814,12032,,
18815,12032,,
18816,12032,,
18817,12032,,
18818,12032,,
18819,12032,,
18820,12032,,
18821,12032,,
18822,12032,,
18823,12032,,
18824,12032,,
18825,12032,,
18826,12032,,
18827,12032,,
18828,12032,,
18829,12032,,
18830,12032,,
18831,12032,,
18832,12032,,
18833,12032,,
18834,12032,,
18835,12032,,
18836,12032,,
18837,12032,,
18838,12032,,
18839,12032,,
18840,12032,,
18841,12032,,
18842,12032,,
18843,12032,,
18844,12032,,
18845,12032,,
18846,12032,,
18847,12032,,
18848,12032,,
18849,12032,,
18850,12032,,
18851,12032,,
18852,12032,,
18853,12032,,
18854,12032,,
18855,12032,,
18856,12032,,
18857,12032,,
18858,12032,,
18859,12032,,
18860,12032,,
18861,12032,,
18862,12032,,
18863,12032,,
18864,12032,,
18865,12032,,
18866,12032,,
18867,12032,,
18868,12032,,
18869,12032,,
18870,12032,,
18871,12032,,
18872,12032,,
18873,12032,,
18874,12032,,
18875,12032,,
18876,12032,,
18877,12032,,
18878,12032,,
18879,12032,,
18880,12032,,
18881,12032,,
18882,12032,,
18883,12032,,
18884,12032,,
18885,12032,,
18886,12032,,
18887,12032,,
18888,12032,,
18889,12032,,
18890,12032,,
18891,12032,,
18892,12032,,
18893,12032,,
18894,12032,,
18895,12032,,
18896,12032,,
18897,12032,,
18898,12032,,
18899,12032,,
18900,12032,,
18901,12032,,
18902,12032,,
18903,12032,,
18904,12032,,
18905,12032,,
18906,12032,,
18907,12032,,
18908,12032,,
18909,12032,,
18910,12032,,
18911,12032,,
18912,12032,,
18913,12032,,
18914,12032,,
18915,12032,,
18916,12032,,
18917,12032,,
18918,12032,,
18919,12032,,
18920,12032,,
18921,12032,,
18922,12032,,
18923,12032,,
18924,12032,,
18925,12032,,
18926,12032,,
18927,12032,,
18928,12032,,
18929,12032,,
18930,12032,,
18931,12032,,
18932,12032,,
18933,12032,,
18934,12032,,
18935,12032,,
18936,12032,,
18937,12032,,
18938,12032,,
18939,12032,,
18940,12032,,
18941,12032,,
18942,12032,,
18943,12032,,
18944,12032,,
18945,12032,,
18946,12032,,
18947,12032,,
18948,12032,,
18949,12032,,
18950,12032,,
18951,12032,,
18952,12032,,
18953,12032,,
18954,12032,,
18955,12032,,
18956,12032,,
18957,12032,,
18958,12032,,
18959,12032,,
18960,12032,,
18961,12032,,
18962,12032,,
18963,12032,,
18964,12032,,
18965,12032,,
18966,12032,,
18967,12032,,
18968,12032,,
18969,12032,,
18970,12032,,
18971,12032,,
18972,12032,,
18973,12032,,
18974,12032,,
18975,12032,,
18976,12032,,
18977,12032,,
18978,12032,,
18979,12032,,
18980,12032,,
18981,12032,,
18982,12032,,
18983,12032,,
18984,12032,,
18985,12032,,
18986,12032,,
18987,12032,,
18988,12032,,
18989,12032,,
18990,12032,,
18991,12032,,
18992,12032,,
18993,12032,,
18994,12032,,
18995,12032,,
18996,12032,,
18997,12032,,
18998,12032,,
18999,12032,,
19000,12032,,
19001,12032,,
19002,12032,,
19003,12032,,
19004,12032,,
19005,12032,,
19006,12032,,
19007,12032,,
19008,12032,,
19009,12032,,
19010,12032,,
19011,12032,,
19012,12032,,
19013,12032,,
19014,12032,,
19015,12032,,
19016,12032,,
19017,12032,,
19018,12032,,
19019,12032,,
19020,12032,,
19021,12032,,
19022,12032,,
19023,12032,,
19024,12032,,
19025,12032,,
19026,12032,,
19027,12032,,
19028,12032,,
19029,12032,,
19030,12032,,
19031,12032,,
19032,12032,,
19033,12032,,
19034,12032,,
19035,12032,,
19036,12032,,
19037,12032,,
19038,12032,,
19039,12032,,
19040,12032,,
19041,12032,,
19042,12032,,
19043,12032,,
19044,12032,,
19045,12032,,
19046,12032,,
19047,12032,,
19048,12032,,
19049,12032,,
19050,12032,,
19051,12032,,
19052,12032,,
19053,12032,,
19054,12032,,
19055,12032,,
19056,12032,,
19057,12032,,
19058,12032,,
19059,12032,,
19060,12032,,
19061,12032,,
19062,12032,,
19063,12032,,
19064,12032,,
19065,12032,,
19066,12032,,
19067,12032,,
19068,12032,,
19069,12032,,
19070,12032,,
19071,12032,,
19072,12032,,
19073,12032,,
19074,12032,,
19075,12032,,
19076,12032,,
19077,12032,,
19078,12032,,
19079,12032,,
19080,12032,,
19081,12032,,
19082,12032,,
19083,12032,,
19084,12032,,
19085,12032,,
19086,12032,,
19087,12032,,
19088,12032,,
19089,12032,,
19090,12032,,
19091,12032,,
19092,12032,,
19093,12032,,
19094,12032,,
19095,12032,,
19096,12032,,
19097,12032,,
19098,12032,,
19099,12032,,
19100,12032,,
19101,12032,,
19102,12032,,
19103,12032,,
19104,12032,,
19105,12032,,
19106,12032,,
19107,12032,,
19108,12032,,
19109,12032,,
19110,12032,,
19111,12032,,
19112,12032,,
19113,12032,,
19114,12032,,
19115,12032,,
19116,12032,,
19117,12032,,
19118,12032,,
19119,12032,,
19120,12032,,
19121,12032,,
19122,12032,,
19123,12032,,
19124,12032,,
19125,12032,,
19126,12032,,
19127,12032,,
19128,12032,,
19129,12032,,
19130,12032,,
19131,12032,,
19132,12032,,
19133,12032,,
19134,12032,,
19135,12032,,
19136,12032,,
19137,12032,,
19138,12032,,
19139,12032,,
19140,12032,,
19141,12032,,
19142,12032,,
19143,12032,,
19144,12032,,
19145,12032,,
19146,12032,,
19147,12032,,
19148,12032,,
19149,12032,,
19150,12032,,
19151,12032,,
19152,12032,,
19153,12032,,
19154,12032,,
19155,12032,,
19156,12032,,
19157,12032,,
19158,12032,,
19159,12032,,
19160,12032,,
19161,12032,,
19162,12032,,
19163,12032,,
19164,12032,,
19165,12032,,
19166,12032,,
19167,12032,,
19168,12032,,
19169,12032,,
19170,12032,,
19171,12032,,
19172,12032,,
19173,12032,,
19174,12032,,
19175,12032,,
19176,12032,,
19177,12032,,
19178,12032,,
19179,12032,,
19180,12032,,
19181,12032,,
19182,12032,,
19183,12032,,
19184,12032,,
19185,12032,,
19186,12032,,
19187,12032,,
19188,12032,,
19189,12032,,
19190,12032,,
19191,12032,,
19192,12032,,
19193,12032,,
19194,12032,,
19195,12032,,
19196,12032,,
19197,12032,,
19198,12032,,
19199,12032,,
19200,12032,,
19201,12032,,
19202,12032,,
19203,12032,,
19204,12032,,
19205,12032,,
19206,12032,,
19207,12032,,
19208,12032,,
19209,12032,,
19210,12032,,
19211,12032,,
19212,12032,,
19213,12032,,
19214,12032,,
19215,12032,,
19216,12032,,
19217,12032,,
19218,12032,,
19219,12032,,
19220,12032,,
19221,12032,,
19222,12032,,
19223,12032,,
19224,12032,,
19225,12032,,
19226,12032,,
19227,12032,,
19228,12032,,
19229,12032,,
19230,12032,,
19231,12032,,
19232,12032,,
19233,12032,,
19234,12032,,
19235,12032,,
19236,12032,,
19237,12032,,
19238,12032,,
19239,12032,,
19240,12032,,
19241,12032,,
19242,12032,,
19243,12032,,
19244,12032,,
19245,12032,,
19246,12032,,
19247,12032,,
19248,12032,,
19249,12032,,
19250,12032,,
19251,12032,,
19252,12032,,
19253,12032,,
19254,12032,,
19255,12032,,
19256,12032,,
19257,12032,,
19258,12032,,
19259,12032,,
19260,12032,,
19261,12032,,
19262,12032,,
19263,12032,,
19264,12032,,
19265,12032,,
19266,12032,,
19267,12032,,
19268,12032,,
19269,12032,,
19270,12032,,
19271,12032,,
19272,12032,,
19273,12032,,
19274,12032,,
19275,12032,,
19276,12032,,
19277,12032,,
19278,12032,,
19279,12032,,
19280,12032,,
19281,12032,,
19282,12032,,
19283,12032,,
19284,12032,,
19285,12032,,
19286,12032,,
19287,12032,,
19288,12032,,
19289,12032,,
19290,12032,,
19291,12032,,
19292,12032,,
19293,12032,,
19294,12032,,
19295,12032,,
19296,12032,,
19297,12032,,
19298,12032,,
19299,12032,,
19300,12032,,
19301,12032,,
19302,12032,,
19303,12032,,
19304,12032,,
19305,12032,,
19306,12032,,
19307,12032,,
19308,12032,,
19309,12032,,
19310,12032,,
19311,12032,,
19312,12032,,
19313,12032,,
19314,12032,,
19315,12032,,
19316,12032,,
19317,12032,,
19318,12032,,
19319,12032,,
19320,12032,,
19321,12032,,
19322,12032,,
19323,12032,,
19324,12032,,
19325,12032,,
19326,12032,,
19327,12032,,
19328,12032,,
19329,12032,,
19330,12032,,
19331,12032,,
19332,12032,,
19333,12032,,
19334,12032,,
19335,12032,,
19336,12032,,
19337,12032,,
19338,12032,,
19339,12032,,
19340,12032,,
19341,12032,,
19342,12032,,
19343,12032,,
19344,12032,,
19345,12032,,
19346,12032,,
19347,12032,,
19348,12032,,
19349,12032,,
19350,12032,,
19351,12032,,
19352,12032,,
19353,12032,,
19354,12032,,
19355,12032,,
19356,12032,,
19357,12032,,
19358,12032,,
19359,12032,,
19360,12032,,
19361,12032,,
19362,12032,,
19363,12032,,
19364,12032,,
19365,12032,,
19366,12032,,
19367,12032,,
19368,12032,,
19369,12032,,
19370,12032,,
19371,12032,,
19372,12032,,
19373,12032,,
19374,12032,,
19375,12032,,
19376,12032,,
19377,12032,,
19378,12032,,
19379,12032,,
19380,12032,,
19381,12032,,
19382,12032,,
19383,12032,,
19384,12032,,
19385,12032,,
19386,12032,,
19387,12032,,
19388,12032,,
19389,12032,,
19390,12032,,
19391,12032,,
19392,12032,,
19393,12032,,
19394,12032,,
19395,12032,,
19396,12032,,
19397,12032,,
19398,12032,,
19399,12032,,
19400,12032,,
19401,12032,,
19402,12032,,
19403,12032,,
19404,12032,,
19405,12032,,
19406,12032,,
19407,12032,,
19408,12032,,
19409,12032,,
19410,12032,,
19411,12032,,
19412,12032,,
19413,12032,,
19414,12032,,
19415,12032,,
19416,12032,,
19417,12032,,
19418,12032,,
19419,12032,,
19420,12032,,
19421,12032,,
19422,12032,,
19423,12032,,
19424,12032,,
19425,12032,,
19426,12032,,
19427,12032,,
19428,12032,,
19429,12032,,
19430,12032,,
19431,12032,,
19432,12032,,
19433,12032,,
19434,12032,,
19435,12032,,
19436,12032,,
19437,12032,,
19438,12032,,
19439,12032,,
19440,12032,,
19441,12032,,
19442,12032,,
19443,12032,,
19444,12032,,
19445,12032,,
19446,12032,,
19447,12032,,
19448,12032,,
19449,12032,,
19450,12032,,
19451,12032,,
19452,12032,,
19453,12032,,
19454,12032,,
19455,12032,,
19456,12032,,
19457,12032,,
19458,12032,,
19459,12032,,
19460,12032,,
19461,12032,,
19462,12032,,
19463,12032,,
19464,12032,,
19465,12032,,
19466,12032,,
19467,12032,,
19468,12032,,
19469,12032,,
19470,12032,,
19471,12032,,
19472,12032,,
19473,12032,,
19474,12032,,
19475,12032,,
19476,12032,,
19477,12032,,
19478,12032,,
19479,12032,,
19480,12032,,
19481,12032,,
19482,12032,,
19483,12032,,
19484,12032,,
19485,12032,,
19486,12032,,
19487,12032,,
19488,12032,,
19489,12032,,
19490,12032,,
19491,12032,,
19492,12032,,
19493,12032,,
19494,12032,,
19495,12032,,
19496,12032,,
19497,12032,,
19498,12032,,
19499,12032,,
19500,12032,,
19501,12032,,
19502,12032,,
19503,12032,,
19504,12032,,
19505,12032,,
19506,12032,,
19507,12032,,
19508,12032,,
19509,12032,,
19510,12032,,
19511,12032,,
19512,12032,,
19513,12032,,
19514,12032,,
19515,12032,,
19516,12032,,
19517,12032,,
19518,12032,,
19519,12032,,
19520,12032,,
19521,12032,,
19522,12032,,
19523,12032,,
19524,12032,,
19525,12032,,
19526,12032,,
19527,12032,,
19528,12032,,
19529,12032,,
19530,12032,,
19531,12032,,
19532,12032,,
19533,12032,,
19534,12032,,
19535,12032,,
19536,12032,,
19537,12032,,
19538,12032,,
19539,12032,,
19540,12032,,
19541,12032,,
19542,12032,,
19543,12032,,
19544,12032,,
19545,12032,,
19546,12032,,
19547,12032,,
19548,12032,,
19549,12032,,
19550,12032,,
19551,12032,,
19552,12032,,
19553,12032,,
19554,12032,,
19555,12032,,
19556,12032,,
19557,12032,,
19558,12032,,
19559,12032,,
19560,12032,,
19561,12032,,
19562,12032,,
19563,12032,,
19564,12032,,
19565,12032,,
19566,12032,,
19567,12032,,
19568,12032,,
19569,12032,,
19570,12032,,
19571,12032,,
19572,12032,,
19573,12032,,
19574,12032,,
19575,12032,,
19576,12032,,
19577,12032,,
19578,12032,,
19579,12032,,
19580,12032,,
19581,12032,,
19582,12032,,
19583,12032,,
19584,12032,,
19585,12032,,
19586,12032,,
19587,12032,,
19588,12032,,
19589,12032,,
19590,12032,,
19591,12032,,
19592,12032,,
19593,12032,,
19594,12032,,
19595,12032,,
19596,12032,,
19597,12032,,
19598,12032,,
19599,12032,,
19600,12032,,
19601,12032,,
19602,12032,,
19603,12032,,
19604,12032,,
19605,12032,,
19606,12032,,
19607,12032,,
19608,12032,,
19609,12032,,
19610,12032,,
19611,12032,,
19612,12032,,
19613,12032,,
19614,12032,,
19615,12032,,
19616,12032,,
19617,12032,,
19618,12032,,
19619,12032,,
19620,12032,,
19621,12032,,
19622,12032,,
19623,12032,,
19624,12032,,
19625,12032,,
19626,12032,,
19627,12032,,
19628,12032,,
19629,12032,,
19630,12032,,
19631,12032,,
19632,12032,,
19633,12032,,
19634,12032,,
19635,12032,,
19636,12032,,
19637,12032,,
19638,12032,,
19639,12032,,
19640,12032,,
19641,12032,,
19642,12032,,
19643,12032,,
19644,12032,,
19645,12032,,
19646,12032,,
19647,12032,,
19648,12032,,
19649,12032,,
19650,12032,,
19651,12032,,
19652,12032,,
19653,12032,,
19654,12032,,
19655,12032,,
19656,12032,,
19657,12032,,
19658,12032,,
19659,12032,,
19660,12032,,
19661,12032,,
19662,12032,,
19663,12032,,
19664,12032,,
19665,12032,,
19666,12032,,
19667,12032,,
19668,12032,,
19669,12032,,
19670,12032,,
19671,12032,,
19672,12032,,
19673,12032,,
19674,12032,,
19675,12032,,
19676,12032,,
19677,12032,,
19678,12032,,
19679,12032,,
19680,12032,,
19681,12032,,
19682,12032,,
19683,12032,,
19684,12032,,
19685,12032,,
19686,12032,,
19687,12032,,
19688,12032,,
19689,12032,,
19690,12032,,
19691,12032,,
19692,12032,,
19693,12032,,
19694,12032,,
19695,12032,,
19696,12032,,
19697,12032,,
19698,12032,,
19699,12032,,
19700,12032,,
19701,12032,,
19702,12032,,
19703,12032,,
19704,12032,,
19705,12032,,
19706,12032,,
19707,12032,,
19708,12032,,
19709,12032,,
19710,12032,,
19711,12032,,
19712,12032,,
19713,12032,,
19714,12032,,
19715,12032,,
19716,12032,,
19717,12032,,
19718,12032,,
19719,12032,,
19720,12032,,
19721,12032,,
19722,12032,,
19723,12032,,
19724,12032,,
19725,12032,,
19726,12032,,
19727,12032,,
19728,12032,,
19729,12032,,
19730,12032,,
19731,12032,,
19732,12032,,
19733,12032,,
19734,12032,,
19735,12032,,
19736,12032,,
19737,12032,,
19738,12032,,
19739,12032,,
19740,12032,,
19741,12032,,
19742,12032,,
19743,12032,,
19744,12032,,
19745,12032,,
19746,12032,,
19747,12032,,
19748,12032,,
19749,12032,,
19750,12032,,
19751,12032,,
19752,12032,,
19753,12032,,
19754,12032,,
19755,12032,,
19756,12032,,
19757,12032,,
19758,12032,,
19759,12032,,
19760,12032,,
19761,12032,,
19762,12032,,
19763,12032,,
19764,12032,,
19765,12032,,
19766,12032,,
19767,12032,,
19768,12032,,
19769,12032,,
19770,12032,,
19771,12032,,
19772,12032,,
19773,12032,,
19774,12032,,
19775,12032,,
19776,12032,,
19777,12032,,
19778,12032,,
19779,12032,,
19780,12032,,
19781,12032,,
19782,12032,,
19783,12032,,
19784,12032,,
19785,12032,,
19786,12032,,
19787,12032,,
19788,12032,,
19789,12032,,
19790,12032,,
19791,12032,,
19792,12032,,
19793,12032,,
19794,12032,,
19795,12032,,
19796,12032,,
19797,12032,,
19798,12032,,
19799,12032,,
19800,12032,,
19801,12032,,
19802,12032,,
19803,12032,,
19804,12032,,
19805,12032,,
19806,12032,,
19807,12032,,
19808,12032,,
19809,12032,,
19810,12032,,
19811,12032,,
19812,12032,,
19813,12032,,
19814,12032,,
19815,12032,,
19816,12032,,
19817,12032,,
19818,12032,,
19819,12032,,
19820,12032,,
19821,12032,,
19822,12032,,
19823,12032,,
19824,12032,,
19825,12032,,
19826,12032,,
19827,12032,,
19828,12032,,
19829,12032,,
19830,12032,,
19831,12032,,
19832,12032,,
19833,12032,,
19834,12032,,
19835,12032,,
19836,12032,,
19837,12032,,
19838,12032,,
19839,12032,,
19840,12032,,
19841,12032,,
19842,12032,,
19843,12032,,
19844,12032,,
19845,12032,,
19846,12032,,
19847,12032,,
19848,12032,,
19849,12032,,
19850,12032,,
19851,12032,,
19852,12032,,
19853,12032,,
19854,12032,,
19855,12032,,
19856,12032,,
19857,12032,,
19858,12032,,
19859,12032,,
19860,12032,,
19861,12032,,
19862,12032,,
19863,12032,,
19864,12032,,
19865,12032,,
19866,12032,,
19867,12032,,
19868,12032,,
19869,12032,,
19870,12032,,
19871,12032,,
19872,12032,,
19873,12032,,
19874,12032,,
19875,12032,,
19876,12032,,
19877,12032,,
19878,12032,,
19879,12032,,
19880,12032,,
19881,12032,,
19882,12032,,
19883,12032,,
19884,12032,,
19885,12032,,
19886,12032,,
19887,12032,,
19888,12032,,
19889,12032,,
19890,12032,,
19891,12032,,
19892,12032,,
19893,12032,,
19894,12032,,
19895,12032,,
19896,12032,,
19897,12032,,
19898,12032,,
19899,12032,,
19900,12032,,
19901,12032,,
19902,12032,,
19903,12032,,
19904,12032,,
19905,12032,,
19906,12032,,
19907,12032,,
19908,12032,,
19909,12032,,
19910,12032,,
19911,12032,,
19912,12032,,
19913,12032,,
19914,12032,,
19915,12032,,
19916,12032,,
19917,12032,,
19918,12032,,
19919,12032,,
19920,12032,,
19921,12032,,
19922,12032,,
19923,12032,,
19924,12032,,
19925,12032,,
19926,12032,,
19927,12032,,
19928,12032,,
19929,12032,,
19930,12032,,
19931,12032,,
19932,12032,,
19933,12032,,
19934,12032,,
19935,12032,,
19936,12032,,
19937,12032,,
19938,12032,,
19939,12032,,
19940,12032,,
19941,12032,,
19942,12032,,
19943,12032,,
19944,12032,,
19945,12032,,
19946,12032,,
19947,12032,,
19948,12032,,
19949,12032,,
19950,12032,,
19951,12032,,
19952,12032,,
19953,12032,,
19954,12032,,
19955,12032,,
19956,12032,,
19957,12032,,
19958,12032,,
19959,12032,,
19960,12032,,
19961,12032,,
19962,12032,,
19963,12032,,
19964,12032,,
19965,12032,,
19966,12032,,
19967,12032,,
19968,12032,,
19969,12032,,
19970,12032,,
19971,12032,,
19972,12032,,
19973,12032,,
19974,12032,,
19975,12032,,
19976,12032,,
19977,12032,,
19978,12032,,
19979,12032,,
19980,12032,,
19981,12032,,
19982,12032,,
19983,12032,,
19984,12032,,
19985,12032,,
19986,12032,,
19987,12032,,
19988,12032,,
19989,12032,,
19990,12032,,
19991,12032,,
19992,12032,,
19993,12032,,
19994,12032,,
19995,12032,,
19996,12032,,
19997,12032,,
19998,12032,,
19999,12032,,
20000,12032,,
20001,12032,,
20002,12032,,
20003,12032,,
20004,12032,,
20005,12032,,
20006,12032,,
20007,12032,,
20008,12032,,
20009,12032,,
20010,12032,,
20011,12032,,
20012,12032,,
20013,12032,,
20014,12032,,
20015,12032,,
20016,12032,,
20017,12032,,
20018,12032,,
20019,12032,,
20020,12032,,
20021,12032,,
20022,12032,,
20023,12032,,
20024,12032,,
20025,12032,,
20026,12032,,
20027,12032,,
20028,12032,,
20029,12032,,
20030,12032,,
20031,12032,,
20032,12032,,
20033,12032,,
20034,12032,,
20035,12032,,
20036,12032,,
20037,12032,,
20038,12032,,
20039,12032,,
20040,12032,,
20041,12032,,
20042,12032,,
20043,12032,,
20044,12032,,
20045,12032,,
20046,12032,,
20047,12032,,
20048,12032,,
20049,12032,,
20050,12032,,
20051,12032,,
20052,12032,,
20053,12032,,
20054,12032,,
20055,12032,,
20056,12032,,
20057,12032,,
20058,12032,,
20059,12032,,
20060,12032,,
20061,12032,,
20062,12032,,
20063,12032,,
20064,12032,,
20065,12032,,
20066,12032,,
20067,12032,,
20068,12032,,
20069,12032,,
20070,12032,,
20071,12032,,
20072,12032,,
20073,12032,,
20074,12032,,
20075,12032,,
20076,12032,,
20077,12032,,
20078,12032,,
20079,12032,,
20080,12032,,
20081,12032,,
20082,12032,,
20083,12032,,
20084,12032,,
20085,12032,,
20086,12032,,
20087,12032,,
20088,12032,,
20089,12032,,
20090,12032,,
20091,12032,,
20092,12032,,
20093,12032,,
20094,12032,,
20095,12032,,
20096,12032,,
20097,12032,,
20098,12032,,
20099,12032,,
20100,12032,,
20101,12032,,
20102,12032,,
20103,12032,,
20104,12032,,
20105,12032,,
20106,12032,,
20107,12032,,
20108,12032,,
20109,12032,,
20110,12032,,
20111,12032,,
20112,12032,,
20113,12032,,
20114,12032,,
20115,12032,,
20116,12032,,
20117,12032,,
20118,12032,,
20119,12032,,
20120,12032,,
20121,12032,,
20122,12032,,
20123,12032,,
20124,12032,,
20125,12032,,
20126,12032,,
20127,12032,,
20128,12032,,
20129,12032,,
20130,12032,,
20131,12032,,
20132,12032,,
20133,12032,,
20134,12032,,
20135,12032,,
20136,12032,,
20137,12032,,
20138,12032,,
20139,12032,,
20140,12032,,
20141,12032,,
20142,12032,,
20143,12032,,
20144,12032,,
20145,12032,,
20146,12032,,
20147,12032,,
20148,12032,,
20149,12032,,
20150,12032,,
20151,12032,,
20152,12032,,
20153,12032,,
20154,12032,,
20155,12032,,
20156,12032,,
20157,12032,,
20158,12032,,
20159,12032,,
20160,12032,,
20161,12032,,
20162,12032,,
20163,12032,,
20164,12032,,
20165,12032,,
20166,12032,,
20167,12032,,
20168,12032,,
20169,12032,,
20170,12032,,
20171,12032,,
20172,12032,,
20173,12032,,
20174,12032,,
20175,12032,,
20176,12032,,
20177,12032,,
20178,12032,,
20179,12032,,
20180,12032,,
20181,12032,,
20182,12032,,
20183,12032,,
20184,12032,,
20185,12032,,
20186,12032,,
20187,12032,,
20188,12032,,
20189,12032,,
20190,12032,,
20191,12032,,
20192,12032,,
20193,12032,,
20194,12032,,
20195,12032,,
20196,12032,,
20197,12032,,
20198,12032,,
20199,12032,,
20200,12032,,
20201,12032,,
20202,12032,,
20203,12032,,
20204,12032,,
20205,12032,,
20206,12032,,
20207,12032,,
20208,12032,,
20209,12032,,
20210,12032,,
20211,12032,,
20212,12032,,
20213,12032,,
20214,12032,,
20215,12032,,
20216,12032,,
20217,12032,,
20218,12032,,
20219,12032,,
20220,12032,,
20221,12032,,
20222,12032,,
20223,12032,,
20224,12032,,
20225,12032,,
20226,12032,,
20227,12032,,
20228,12032,,
20229,12032,,
20230,12032,,
20231,12032,,
20232,12032,,
20233,12032,,
20234,12032,,
20235,12032,,
20236,12032,,
20237,12032,,
20238,12032,,
20239,12032,,
20240,12032,,
20241,12032,,
20242,12032,,
20243,12032,,
20244,12032,,
20245,12032,,
20246,12032,,
20247,12032,,
20248,12032,,
20249,12032,,
20250,12032,,
20251,12032,,
20252,12032,,
20253,12032,,
20254,12032,,
20255,12032,,
20256,12032,,
20257,12032,,
20258,12032,,
20259,12032,,
20260,12032,,
20261,12032,,
20262,12032,,
20263,12032,,
20264,12032,,
20265,12032,,
20266,12032,,
20267,12032,,
20268,12032,,
20269,12032,,
20270,12032,,
20271,12032,,
20272,12032,,
20273,12032,,
20274,12032,,
20275,12032,,
20276,12032,,
20277,12032,,
20278,12032,,
20279,12032,,
20280,12032,,
20281,12032,,
20282,12032,,
20283,12032,,
20284,12032,,
20285,12032,,
20286,12032,,
20287,12032,,
20288,12032,,
20289,12032,,
20290,12032,,
20291,12032,,
20292,12032,,
20293,12032,,
20294,12032,,
20295,12032,,
20296,12032,,
20297,12032,,
20298,12032,,
20299,12032,,
20300,12032,,
20301,12032,,
20302,12032,,
20303,12032,,
20304,12032,,
20305,12032,,
20306,12032,,
20307,12032,,
20308,12032,,
20309,12032,,
20310,12032,,
20311,12032,,
20312,12032,,
20313,12032,,
20314,12032,,
20315,12032,,
20316,12032,,
20317,12032,,
20318,12032,,
20319,12032,,
20320,12032,,
20321,12032,,
20322,12032,,
20323,12032,,
20324,12032,,
20325,12032,,
20326,12032,,
20327,12032,,
20328,12032,,
